,lat,lng,label,counters
0,45.0548545439,7.6127998852,0,15
1,45.0548545439,7.6127998852,0,15
2,45.0548545439,7.6127998852,0,15
3,45.0841725,7.6166413,0,2
4,45.0841725,7.6166413,0,2
5,45.0841725,7.6166413,0,2
6,45.0816024,7.6242294,0,15
7,45.0816024,7.6242294,0,15
8,45.0816024,7.6242294,0,15
9,45.0810240717,7.6287543675,0,233
10,45.0810240717,7.6287543675,0,233
11,45.0810240717,7.6287543675,0,233
12,45.07137,7.63159,0,786
13,45.07137,7.63159,0,786
14,45.07137,7.63159,0,786
15,45.1352562051,7.6255846024,0,153
16,45.1352562051,7.6255846024,0,153
17,45.1352562051,7.6255846024,0,153
18,45.1350496,7.6259117,0,86
19,45.1350496,7.6259117,0,86
20,45.1350496,7.6259117,0,86
21,45.13013,7.62756,0,622
22,45.13013,7.62756,0,622
23,45.13013,7.62756,0,622
24,45.057820323,7.6347771272,0,147
25,45.057820323,7.6347771272,0,147
26,45.057820323,7.6347771272,0,147
27,45.0579952662,7.6350170672,0,237
28,45.0579952662,7.6350170672,0,237
29,45.0579952662,7.6350170672,0,237
30,45.046549,7.6373134,0,7
31,45.046549,7.6373134,0,7
32,45.046549,7.6373134,0,7
33,45.0816380151,7.63413854,0,77
34,45.0816380151,7.63413854,0,77
35,45.0816380151,7.63413854,0,77
36,45.02793,7.64162,0,25
37,45.02793,7.64162,0,25
38,45.02793,7.64162,0,25
39,45.0751444,7.6372028,0,194
40,45.0751444,7.6372028,0,194
41,45.0751444,7.6372028,0,194
42,45.076913,7.638546,0,266
43,45.076913,7.638546,0,266
44,45.076913,7.638546,0,266
45,45.1274849429,7.6347633121,0,216
46,45.1274849429,7.6347633121,0,216
47,45.1274849429,7.6347633121,0,216
48,45.0380052004,7.6434803009,0,15
49,45.0380052004,7.6434803009,0,15
50,45.0380052004,7.6434803009,0,15
51,45.06097,7.64139,0,147
52,45.06097,7.64139,0,147
53,45.06097,7.64139,0,147
54,45.0236624479,7.645894289,0,40
55,45.0236624479,7.645894289,0,40
56,45.0236624479,7.645894289,0,40
57,45.06259765,7.64263446,0,130
